Date,company,Open,High,Low,Close,Adj Close,Volume
2021-01-04,AAPL,133.52000427246094,133.61000061035156,126.76000213623048,129.41000366210938,126.830078125,143301900
2021-01-05,AAPL,128.88999938964844,131.74000549316406,128.42999267578125,131.00999450683594,128.39816284179688,97664900
2021-01-06,AAPL,127.72000122070312,131.0500030517578,126.37999725341795,126.5999984741211,124.07609558105467,155088000
2021-01-07,AAPL,128.36000061035156,131.6300048828125,127.86000061035156,130.9199981689453,128.3099822998047,109578200
2021-01-08,AAPL,132.42999267578125,132.6300048828125,130.22999572753906,132.0500030517578,129.41746520996094,105158200
2021-01-11,AAPL,129.19000244140625,130.1699981689453,128.5,128.97999572753906,126.4086456298828,100384500
2021-01-12,AAPL,128.5,129.69000244140625,126.86000061035156,128.8000030517578,126.23221588134766,91951100
2021-01-13,AAPL,128.75999450683594,131.4499969482422,128.49000549316406,130.88999938964844,128.28053283691406,88636800
2021-01-14,AAPL,130.8000030517578,131.0,128.75999450683594,128.91000366210938,126.3400650024414,90221800
2021-01-15,AAPL,128.77999877929688,130.22000122070312,127.0,127.13999938964844,124.6053466796875,111598500
2021-01-19,AAPL,127.77999877929688,128.7100067138672,126.94000244140624,127.83000183105467,125.2815933227539,90757300
2021-01-20,AAPL,128.66000366210938,132.49000549316406,128.5500030517578,132.02999877929688,129.39781188964844,104319500
2021-01-21,AAPL,133.8000030517578,139.6699981689453,133.58999633789062,136.8699951171875,134.14132690429688,120150900
2021-01-22,AAPL,136.27999877929688,139.85000610351562,135.02000427246094,139.07000732421875,136.29754638671875,114459400
2021-01-25,AAPL,143.07000732421875,145.08999633789062,136.5399932861328,142.9199981689453,140.0707550048828,157611700
2021-01-26,AAPL,143.60000610351562,144.3000030517578,141.3699951171875,143.16000366210938,140.30593872070312,98390600
2021-01-27,AAPL,143.42999267578125,144.3000030517578,140.41000366210938,142.05999755859375,139.22787475585938,140843800
2021-01-28,AAPL,139.52000427246094,141.99000549316406,136.6999969482422,137.08999633789062,134.3569793701172,142621100
2021-01-29,AAPL,135.8300018310547,136.74000549316406,130.2100067138672,131.9600067138672,129.32925415039062,177523800
2021-02-01,AAPL,133.75,135.3800048828125,130.92999267578125,134.13999938964844,131.46580505371094,106239800
2021-02-02,AAPL,135.72999572753906,136.30999755859375,134.61000061035156,134.99000549316406,132.29884338378906,83305400
2021-02-03,AAPL,135.75999450683594,135.77000427246094,133.61000061035156,133.94000244140625,131.26976013183594,89880900
2021-02-04,AAPL,136.3000030517578,137.39999389648438,134.58999633789062,137.38999938964844,134.6510009765625,84183100
2021-02-05,AAPL,137.35000610351562,137.4199981689453,135.86000061035156,136.75999450683594,134.2338409423828,75693800
2021-02-08,AAPL,136.02999877929688,136.9600067138672,134.9199981689453,136.91000366210938,134.3810577392578,71297200
2021-02-09,AAPL,136.6199951171875,137.8800048828125,135.85000610351562,136.00999450683594,133.4976806640625,76774200
2021-02-10,AAPL,136.47999572753906,136.99000549316406,134.39999389648438,135.38999938964844,132.88914489746094,73046600
2021-02-11,AAPL,135.89999389648438,136.38999938964844,133.77000427246094,135.1300048828125,132.63392639160156,64280000
2021-02-12,AAPL,134.35000610351562,135.52999877929688,133.69000244140625,135.3699951171875,132.86952209472656,60145100
2021-02-16,AAPL,135.49000549316406,136.00999450683594,132.7899932861328,133.19000244140625,130.72975158691406,80576300
2021-02-17,AAPL,131.25,132.22000122070312,129.47000122070312,130.83999633789062,128.4232177734375,97918500
2021-02-18,AAPL,129.1999969482422,130.0,127.41000366210938,129.7100067138672,127.31407928466795,96856700
2021-02-19,AAPL,130.24000549316406,130.7100067138672,128.8000030517578,129.8699951171875,127.47108459472656,87668800
2021-02-22,AAPL,128.00999450683594,129.72000122070312,125.5999984741211,126.0,123.67259216308594,103916400
2021-02-23,AAPL,123.76000213623048,126.70999908447266,118.38999938964844,125.86000061035156,123.53517150878906,158273000
2021-02-24,AAPL,124.94000244140624,125.55999755859376,122.2300033569336,125.3499984741211,123.03459167480467,111039900
2021-02-25,AAPL,124.68000030517578,126.45999908447266,120.54000091552734,120.98999786376952,118.75511932373048,148199500
2021-02-26,AAPL,122.58999633789062,124.8499984741211,121.1999969482422,121.26000213623048,119.0201416015625,164560400
2021-03-01,AAPL,123.75,127.93000030517578,122.79000091552734,127.79000091552734,125.42950439453124,116307900
2021-03-02,AAPL,128.41000366210938,128.72000122070312,125.01000213623048,125.12000274658205,122.80883026123048,102260900
2021-03-03,AAPL,124.80999755859376,125.70999908447266,121.83999633789062,122.05999755859376,119.80536651611328,112966300
2021-03-04,AAPL,121.75,123.5999984741211,118.62000274658205,120.12999725341795,117.91100311279295,178155000
2021-03-05,AAPL,120.9800033569336,121.94000244140624,117.56999969482422,121.41999816894533,119.17716979980467,153766600
2021-03-08,AAPL,120.93000030517578,121.0,116.20999908447266,116.36000061035156,114.2106475830078,154376600
2021-03-09,AAPL,119.02999877929688,122.05999755859376,118.79000091552734,121.08999633789062,118.85328674316406,129525800
2021-03-10,AAPL,121.69000244140624,122.16999816894533,119.4499969482422,119.9800033569336,117.76378631591795,111943300
2021-03-11,AAPL,122.54000091552734,123.20999908447266,121.26000213623048,121.95999908447266,119.70721435546876,103026500
2021-03-12,AAPL,120.4000015258789,121.16999816894533,119.16000366210938,121.02999877929688,118.79439544677734,88105100
2021-03-15,AAPL,121.41000366210938,124.0,120.41999816894533,123.98999786376952,121.69970703125,92403800
2021-03-16,AAPL,125.6999969482422,127.22000122070312,124.72000122070312,125.56999969482422,123.2505340576172,115227900
2021-03-17,AAPL,124.0500030517578,125.86000061035156,122.33999633789062,124.76000213623048,122.45549011230467,111932600
2021-03-18,AAPL,122.87999725341795,123.18000030517578,120.31999969482422,120.52999877929688,118.30360412597656,121229700
2021-03-19,AAPL,119.9000015258789,121.43000030517578,119.68000030517578,119.98999786376952,117.7735824584961,185549500
2021-03-22,AAPL,120.33000183105467,123.87000274658205,120.26000213623048,123.38999938964844,121.11078643798828,111912300
2021-03-23,AAPL,123.33000183105467,124.23999786376952,122.13999938964844,122.54000091552734,120.27649688720705,95467100
2021-03-24,AAPL,122.81999969482422,122.9000015258789,120.06999969482422,120.08999633789062,117.87174987792967,88530500
2021-03-25,AAPL,119.54000091552734,121.66000366210938,119.0,120.58999633789062,118.36249542236328,98844700
2021-03-26,AAPL,120.3499984741211,121.4800033569336,118.91999816894533,121.20999908447266,118.9710693359375,94071200
2021-03-29,AAPL,121.6500015258789,122.58000183105467,120.7300033569336,121.38999938964844,119.14774322509766,80819200
2021-03-30,AAPL,120.11000061035156,120.4000015258789,118.86000061035156,119.9000015258789,117.68524932861328,85671900
2021-03-31,AAPL,121.6500015258789,123.5199966430664,121.1500015258789,122.1500015258789,119.89370727539062,118323800
2021-04-01,AAPL,123.66000366210938,124.18000030517578,122.48999786376952,123.0,120.72798919677734,75089100
2021-04-05,AAPL,123.87000274658205,126.16000366210938,123.06999969482422,125.9000015258789,123.5744400024414,88651200
2021-04-06,AAPL,126.5,127.12999725341795,125.6500015258789,126.20999908447266,123.8787078857422,80171300
2021-04-07,AAPL,125.83000183105467,127.91999816894533,125.13999938964844,127.9000015258789,125.53749084472656,83466700
2021-04-08,AAPL,128.9499969482422,130.38999938964844,128.52000427246094,130.36000061035156,127.95203399658205,88844600
2021-04-09,AAPL,129.8000030517578,133.0399932861328,129.47000122070312,133.0,130.54327392578125,106686700
2021-04-12,AAPL,132.52000427246094,132.85000610351562,130.6300048828125,131.24000549316406,128.81578063964844,91420000
2021-04-13,AAPL,132.44000244140625,134.66000366210938,131.92999267578125,134.42999267578125,131.9468994140625,91266500
2021-04-14,AAPL,134.94000244140625,135.0,131.66000366210938,132.02999877929688,129.5912322998047,87222800
2021-04-15,AAPL,133.82000732421875,135.0,133.63999938964844,134.5,132.0155792236328,89347100
2021-04-16,AAPL,134.3000030517578,134.6699981689453,133.27999877929688,134.16000366210938,131.68185424804688,84922400
2021-04-19,AAPL,133.50999450683594,135.47000122070312,133.33999633789062,134.83999633789062,132.3492889404297,94264200
2021-04-20,AAPL,135.02000427246094,135.52999877929688,131.80999755859375,133.11000061035156,130.65122985839844,94812300
2021-04-21,AAPL,132.36000061035156,133.75,131.3000030517578,133.5,131.0340576171875,68847100
2021-04-22,AAPL,133.0399932861328,134.14999389648438,131.41000366210938,131.94000244140625,129.50286865234375,84566500
2021-04-23,AAPL,132.16000366210938,135.1199951171875,132.16000366210938,134.32000732421875,131.83888244628906,78657500
2021-04-26,AAPL,134.8300018310547,135.05999755859375,133.55999755859375,134.72000122070312,132.2314910888672,66905100
2021-04-27,AAPL,135.00999450683594,135.41000366210938,134.11000061035156,134.38999938964844,131.90757751464844,66015800
2021-04-28,AAPL,134.30999755859375,135.02000427246094,133.0800018310547,133.5800018310547,131.11257934570312,107760100
2021-04-29,AAPL,136.47000122070312,137.07000732421875,132.4499969482422,133.47999572753906,131.014404296875,151101000
2021-04-30,AAPL,131.77999877929688,133.55999755859375,131.07000732421875,131.4600067138672,129.03172302246094,109839500
2021-05-03,AAPL,132.0399932861328,134.07000732421875,131.8300018310547,132.5399932861328,130.0917510986328,75135100
2021-05-04,AAPL,131.19000244140625,131.49000549316406,126.6999969482422,127.8499984741211,125.48841857910156,137564700
2021-05-05,AAPL,129.1999969482422,130.4499969482422,127.97000122070312,128.10000610351562,125.73380279541016,84000900
2021-05-06,AAPL,127.88999938964844,129.75,127.12999725341795,129.74000549316406,127.34351348876952,78128300
2021-05-07,AAPL,130.85000610351562,131.25999450683594,129.47999572753906,130.2100067138672,128.02194213867188,78973300
2021-05-10,AAPL,129.41000366210938,129.5399932861328,126.80999755859376,126.8499984741211,124.7183609008789,88071200
2021-05-11,AAPL,123.5,126.2699966430664,122.7699966430664,125.91000366210938,123.79417419433594,126142800
2021-05-12,AAPL,123.4000015258789,124.63999938964844,122.25,122.7699966430664,120.7069320678711,112172300
2021-05-13,AAPL,124.58000183105467,126.1500015258789,124.26000213623048,124.97000122070312,122.8699722290039,105861300
2021-05-14,AAPL,126.25,127.88999938964844,125.8499984741211,127.4499969482422,125.30827331542967,81918000
2021-05-17,AAPL,126.81999969482422,126.93000030517578,125.16999816894533,126.2699966430664,124.14811706542967,74244600
2021-05-18,AAPL,126.55999755859376,126.98999786376952,124.77999877929688,124.8499984741211,122.7519760131836,63342900
2021-05-19,AAPL,123.16000366210938,124.91999816894533,122.86000061035156,124.69000244140624,122.59465789794922,92612000
2021-05-20,AAPL,125.2300033569336,127.72000122070312,125.0999984741211,127.30999755859376,125.17063903808594,76857100
2021-05-21,AAPL,127.81999969482422,128.0,125.20999908447266,125.43000030517578,123.3222427368164,79295400
2021-05-24,AAPL,126.01000213623048,127.94000244140624,125.94000244140624,127.0999984741211,124.96417236328124,63092900
2021-05-25,AAPL,127.81999969482422,128.32000732421875,126.31999969482422,126.9000015258789,124.76753997802734,72009500
2021-05-26,AAPL,126.95999908447266,127.38999938964844,126.41999816894533,126.8499984741211,124.7183609008789,56575900
2021-05-27,AAPL,126.44000244140624,127.63999938964844,125.08000183105467,125.27999877929688,123.17475128173828,94625600
2021-05-28,AAPL,125.56999969482422,125.8000030517578,124.5500030517578,124.61000061035156,122.5160140991211,71311100
2021-06-01,AAPL,125.08000183105467,125.3499984741211,123.94000244140624,124.27999877929688,122.19154357910156,67637100
2021-06-02,AAPL,124.27999877929688,125.23999786376952,124.0500030517578,125.05999755859376,122.95845794677734,59278900
2021-06-03,AAPL,124.68000030517578,124.8499984741211,123.12999725341795,123.54000091552734,121.4639892578125,76229200
2021-06-04,AAPL,124.06999969482422,126.16000366210938,123.8499984741211,125.88999938964844,123.77449798583984,75169300
2021-06-07,AAPL,126.16999816894533,126.31999969482422,124.83000183105467,125.9000015258789,123.78434753417967,71057600
2021-06-08,AAPL,126.5999984741211,128.4600067138672,126.20999908447266,126.73999786376952,124.61022186279295,74403800
2021-06-09,AAPL,127.20999908447266,127.75,126.5199966430664,127.12999725341795,124.99365234375,56877900
2021-06-10,AAPL,127.0199966430664,128.19000244140625,125.94000244140624,126.11000061035156,123.99079895019533,71186400
2021-06-11,AAPL,126.52999877929688,127.44000244140624,126.0999984741211,127.3499984741211,125.20997619628906,53522400
2021-06-14,AAPL,127.81999969482422,130.5399932861328,127.06999969482422,130.47999572753906,128.28736877441406,96906500
2021-06-15,AAPL,129.94000244140625,130.60000610351562,129.38999938964844,129.63999938964844,127.46148681640624,62746300
2021-06-16,AAPL,130.3699951171875,130.88999938964844,128.4600067138672,130.14999389648438,127.9629135131836,91815000
2021-06-17,AAPL,129.8000030517578,132.5500030517578,129.64999389648438,131.7899932861328,129.57534790039062,96721700
2021-06-18,AAPL,130.7100067138672,131.50999450683594,130.24000549316406,130.4600067138672,128.2677001953125,108953300
2021-06-21,AAPL,130.3000030517578,132.41000366210938,129.2100067138672,132.3000030517578,130.07681274414062,79663300
2021-06-22,AAPL,132.1300048828125,134.0800018310547,131.6199951171875,133.97999572753906,131.7285614013672,74783600
2021-06-23,AAPL,133.77000427246094,134.32000732421875,133.22999572753906,133.6999969482422,131.45326232910156,60214200
