Date,company,Open,High,Low,Close,Adj Close,Volume
2021-06-24,AAPL,134.4499969482422,134.63999938964844,132.92999267578125,133.41000366210938,131.16812133789062,68711000
2021-06-25,AAPL,133.4600067138672,133.88999938964844,132.80999755859375,133.11000061035156,130.87318420410156,70783700
2021-06-28,AAPL,133.41000366210938,135.25,133.35000610351562,134.77999877929688,132.51510620117188,62111300
2021-06-29,AAPL,134.8000030517578,136.49000549316406,134.35000610351562,136.3300018310547,134.03907775878906,64556100
2021-06-30,AAPL,136.1699981689453,137.41000366210938,135.8699951171875,136.9600067138672,134.6584930419922,63261400
2021-07-01,AAPL,136.60000610351562,137.3300018310547,135.75999450683594,137.27000427246094,134.9632568359375,52485800
2021-07-02,AAPL,137.89999389648438,140.0,137.75,139.9600067138672,137.6080780029297,78852600
2021-07-06,AAPL,140.07000732421875,143.14999389648438,140.07000732421875,142.02000427246094,139.63345336914062,108181800
2021-07-07,AAPL,143.5399932861328,144.88999938964844,142.66000366210938,144.57000732421875,142.14060974121094,104911600
2021-07-08,AAPL,141.5800018310547,144.05999755859375,140.6699981689453,143.24000549316406,140.8329620361328,105575500
2021-07-09,AAPL,142.75,145.64999389648438,142.64999389648438,145.11000061035156,142.67153930664062,99890800
2021-07-12,AAPL,146.2100067138672,146.32000732421875,144.0,144.5,142.07174682617188,76299700
2021-07-13,AAPL,144.02999877929688,147.4600067138672,143.6300048828125,145.63999938964844,143.192626953125,100827100
2021-07-14,AAPL,148.10000610351562,149.57000732421875,147.67999267578125,149.14999389648438,146.6436004638672,127050800
2021-07-15,AAPL,149.24000549316406,150.0,147.08999633789062,148.47999572753906,145.98487854003906,106820300
2021-07-16,AAPL,148.4600067138672,149.75999450683594,145.8800048828125,146.38999938964844,143.93002319335938,93251400
2021-07-19,AAPL,143.75,144.07000732421875,141.6699981689453,142.4499969482422,140.0562286376953,121434600
2021-07-20,AAPL,143.4600067138672,147.10000610351562,142.9600067138672,146.14999389648438,143.69403076171875,96350000
2021-07-21,AAPL,145.52999877929688,146.1300048828125,144.6300048828125,145.39999389648438,142.95663452148438,74993500
2021-07-22,AAPL,145.94000244140625,148.1999969482422,145.80999755859375,146.8000030517578,144.33311462402344,77338200
2021-07-23,AAPL,147.5500030517578,148.72000122070312,146.9199981689453,148.55999755859375,146.06353759765625,71447400
2021-07-26,AAPL,148.27000427246094,149.8300018310547,147.6999969482422,148.99000549316406,146.48635864257812,72434100
2021-07-27,AAPL,149.1199951171875,149.2100067138672,145.5500030517578,146.77000427246094,144.30361938476562,104818600
2021-07-28,AAPL,144.80999755859375,146.97000122070312,142.5399932861328,144.97999572753906,142.543701171875,118931200
2021-07-29,AAPL,144.69000244140625,146.5500030517578,144.5800018310547,145.63999938964844,143.192626953125,56699500
2021-07-30,AAPL,144.3800048828125,146.3300018310547,144.11000061035156,145.86000061035156,143.40892028808594,70440600
2021-08-02,AAPL,146.36000061035156,146.9499969482422,145.25,145.52000427246094,143.0746307373047,62880000
2021-08-03,AAPL,145.80999755859375,148.0399932861328,145.17999267578125,147.36000061035156,144.88372802734375,64786600
2021-08-04,AAPL,147.27000427246094,147.7899932861328,146.27999877929688,146.9499969482422,144.4805908203125,56368300
2021-08-05,AAPL,146.97999572753906,147.83999633789062,146.1699981689453,147.05999755859375,144.58872985839844,46397700
2021-08-06,AAPL,146.35000610351562,147.11000061035156,145.6300048828125,146.13999938964844,143.8994598388672,54126800
2021-08-09,AAPL,146.1999969482422,146.6999969482422,145.52000427246094,146.08999633789062,143.85028076171875,48908700
2021-08-10,AAPL,146.44000244140625,147.7100067138672,145.3000030517578,145.60000610351562,143.36776733398438,69023100
2021-08-11,AAPL,146.0500030517578,146.72000122070312,145.52999877929688,145.86000061035156,143.62379455566406,48493500
2021-08-12,AAPL,146.19000244140625,149.0500030517578,145.83999633789062,148.88999938964844,146.60733032226562,72282600
2021-08-13,AAPL,148.97000122070312,149.44000244140625,148.27000427246094,149.10000610351562,146.81411743164062,59375000
2021-08-16,AAPL,148.5399932861328,151.19000244140625,146.47000122070312,151.1199951171875,148.8031463623047,103296000
2021-08-17,AAPL,150.22999572753906,151.67999267578125,149.08999633789062,150.19000244140625,147.88739013671875,92229700
2021-08-18,AAPL,149.8000030517578,150.72000122070312,146.14999389648438,146.36000061035156,144.1161346435547,86326000
2021-08-19,AAPL,145.02999877929688,148.0,144.5,146.6999969482422,144.45091247558594,86960300
2021-08-20,AAPL,147.44000244140625,148.5,146.77999877929688,148.19000244140625,145.91806030273438,60549600
2021-08-23,AAPL,148.30999755859375,150.19000244140625,147.88999938964844,149.7100067138672,147.414794921875,60131800
2021-08-24,AAPL,149.4499969482422,150.86000061035156,149.14999389648438,149.6199951171875,147.3261260986328,48606400
2021-08-25,AAPL,149.80999755859375,150.32000732421875,147.8000030517578,148.36000061035156,146.08543395996094,58991300
2021-08-26,AAPL,148.35000610351562,149.1199951171875,147.50999450683594,147.5399932861328,145.27801513671875,48597200
2021-08-27,AAPL,147.47999572753906,148.75,146.8300018310547,148.60000610351562,146.32177734375,55802400
2021-08-30,AAPL,149.0,153.49000549316406,148.61000061035156,153.1199951171875,150.77249145507812,90956700
2021-08-31,AAPL,152.66000366210938,152.8000030517578,151.2899932861328,151.8300018310547,149.5022735595703,86453100
2021-09-01,AAPL,152.8300018310547,154.97999572753906,152.33999633789062,152.50999450683594,150.17178344726562,80313700
2021-09-02,AAPL,153.8699951171875,154.72000122070312,152.39999389648438,153.64999389648438,151.29434204101562,71115500
2021-09-03,AAPL,153.75999450683594,154.6300048828125,153.08999633789062,154.3000030517578,151.9344024658203,57808700
2021-09-07,AAPL,154.97000122070312,157.25999450683594,154.38999938964844,156.69000244140625,154.28775024414062,82278300
2021-09-08,AAPL,156.97999572753906,157.0399932861328,153.97999572753906,155.11000061035156,152.7319793701172,74420200
2021-09-09,AAPL,155.49000549316406,156.11000061035156,153.9499969482422,154.07000732421875,151.70791625976562,57305700
2021-09-10,AAPL,155.0,155.47999572753906,148.6999969482422,148.97000122070312,146.6861114501953,140893200
2021-09-13,AAPL,150.6300048828125,151.4199981689453,148.75,149.5500030517578,147.25721740722656,102404300
2021-09-14,AAPL,150.35000610351562,151.07000732421875,146.91000366210938,148.1199951171875,145.84910583496094,109296300
2021-09-15,AAPL,148.55999755859375,149.44000244140625,146.3699951171875,149.02999877929688,146.74517822265625,83281300
2021-09-16,AAPL,148.44000244140625,148.97000122070312,147.22000122070312,148.7899932861328,146.50885009765625,68034100
2021-09-17,AAPL,148.82000732421875,148.82000732421875,145.75999450683594,146.05999755859375,143.82070922851562,129868800
2021-09-20,AAPL,143.8000030517578,144.83999633789062,141.27000427246094,142.94000244140625,140.74856567382812,123478900
2021-09-21,AAPL,143.92999267578125,144.60000610351562,142.77999877929688,143.42999267578125,141.23101806640625,75834000
2021-09-22,AAPL,144.4499969482422,146.42999267578125,143.6999969482422,145.85000610351562,143.6139678955078,76404300
2021-09-23,AAPL,146.64999389648438,147.0800018310547,145.63999938964844,146.8300018310547,144.5789337158203,64838200
2021-09-24,AAPL,145.66000366210938,147.47000122070312,145.55999755859375,146.9199981689453,144.6675262451172,53477900
2021-09-27,AAPL,145.47000122070312,145.9600067138672,143.82000732421875,145.3699951171875,143.14129638671875,74150700
2021-09-28,AAPL,143.25,144.75,141.69000244140625,141.91000366210938,139.734375,108972300
2021-09-29,AAPL,142.47000122070312,144.4499969482422,142.02999877929688,142.8300018310547,140.6402130126953,74602000
2021-09-30,AAPL,143.66000366210938,144.3800048828125,141.27999877929688,141.5,139.3306121826172,89056700
2021-10-01,AAPL,141.89999389648438,142.9199981689453,139.11000061035156,142.64999389648438,140.46298217773438,94639600
2021-10-04,AAPL,141.75999450683594,142.2100067138672,138.27000427246094,139.13999938964844,137.00682067871094,98322000
2021-10-05,AAPL,139.49000549316406,142.24000549316406,139.36000061035156,141.11000061035156,138.94659423828125,80861100
2021-10-06,AAPL,139.47000122070312,142.14999389648438,138.3699951171875,142.0,139.82298278808594,83221100
2021-10-07,AAPL,143.05999755859375,144.22000122070312,142.72000122070312,143.2899932861328,141.0931854248047,61732700
2021-10-08,AAPL,144.02999877929688,144.17999267578125,142.55999755859375,142.89999389648438,140.70916748046875,58773200
2021-10-11,AAPL,142.27000427246094,144.80999755859375,141.80999755859375,142.80999755859375,140.6205291748047,64452200
2021-10-12,AAPL,143.22999572753906,143.25,141.0399932861328,141.50999450683594,139.3404541015625,73035900
2021-10-13,AAPL,141.24000549316406,141.39999389648438,139.1999969482422,140.91000366210938,138.7496795654297,78762700
2021-10-14,AAPL,142.11000061035156,143.8800048828125,141.50999450683594,143.75999450683594,141.5559844970703,69907100
2021-10-15,AAPL,143.77000427246094,144.89999389648438,143.50999450683594,144.83999633789062,142.61941528320312,67940300
2021-10-18,AAPL,143.4499969482422,146.83999633789062,143.16000366210938,146.5500030517578,144.30319213867188,85589200
2021-10-19,AAPL,147.00999450683594,149.1699981689453,146.5500030517578,148.75999450683594,146.4793243408203,76378900
2021-10-20,AAPL,148.6999969482422,149.75,148.1199951171875,149.25999450683594,146.97164916992188,58418800
2021-10-21,AAPL,148.80999755859375,149.63999938964844,147.8699951171875,149.47999572753906,147.1882781982422,61421000
2021-10-22,AAPL,149.69000244140625,150.17999267578125,148.63999938964844,148.69000244140625,146.41038513183594,58883400
2021-10-25,AAPL,148.67999267578125,149.3699951171875,147.6199951171875,148.63999938964844,146.36117553710938,50720600
2021-10-26,AAPL,149.3300018310547,150.83999633789062,149.00999450683594,149.32000732421875,147.03073120117188,60893400
2021-10-27,AAPL,149.36000061035156,149.72999572753906,148.49000549316406,148.85000610351562,146.56793212890625,56094900
2021-10-28,AAPL,149.82000732421875,153.1699981689453,149.72000122070312,152.57000732421875,150.2309112548828,100077900
2021-10-29,AAPL,147.22000122070312,149.94000244140625,146.41000366210938,149.8000030517578,147.50340270996094,124953200
2021-11-01,AAPL,148.99000549316406,149.6999969482422,147.8000030517578,148.9600067138672,146.67625427246094,74588300
2021-11-02,AAPL,148.66000366210938,151.57000732421875,148.64999389648438,150.02000427246094,147.7200164794922,69122000
2021-11-03,AAPL,150.38999938964844,151.97000122070312,149.82000732421875,151.49000549316406,149.16746520996094,54511500
2021-11-04,AAPL,151.5800018310547,152.42999267578125,150.63999938964844,150.9600067138672,148.64556884765625,60394600
2021-11-05,AAPL,151.88999938964844,152.1999969482422,150.05999755859375,151.27999877929688,149.1781005859375,65463900
2021-11-08,AAPL,151.41000366210938,151.57000732421875,150.16000366210938,150.44000244140625,148.34976196289062,55020900
2021-11-09,AAPL,150.1999969482422,151.42999267578125,150.05999755859375,150.80999755859375,148.71461486816406,56787900
2021-11-10,AAPL,150.02000427246094,150.1300048828125,147.85000610351562,147.9199981689453,145.86477661132812,65187100
2021-11-11,AAPL,148.9600067138672,149.42999267578125,147.67999267578125,147.8699951171875,145.81544494628906,41000000
2021-11-12,AAPL,148.42999267578125,150.39999389648438,147.47999572753906,149.99000549316406,147.906005859375,63804000
2021-11-15,AAPL,150.3699951171875,151.8800048828125,149.42999267578125,150.0,147.9158477783203,59222800
2021-11-16,AAPL,149.94000244140625,151.49000549316406,149.33999633789062,151.0,148.90199279785156,59256200
2021-11-17,AAPL,151.0,155.0,150.99000549316406,153.49000549316406,151.3573760986328,88807000
2021-11-18,AAPL,153.7100067138672,158.6699981689453,153.0500030517578,157.8699951171875,155.676513671875,137827700
2021-11-19,AAPL,157.64999389648438,161.02000427246094,156.52999877929688,160.5500030517578,158.31927490234375,117305600
2021-11-22,AAPL,161.67999267578125,165.6999969482422,161.0,161.02000427246094,158.78274536132812,117467900
2021-11-23,AAPL,161.1199951171875,161.8000030517578,159.05999755859375,161.41000366210938,159.16734313964844,96041900
2021-11-24,AAPL,160.75,162.13999938964844,159.63999938964844,161.94000244140625,159.6899871826172,69463600
2021-11-26,AAPL,159.57000732421875,160.4499969482422,156.36000061035156,156.80999755859375,154.6312713623047,76959800
2021-11-29,AAPL,159.3699951171875,161.19000244140625,158.7899932861328,160.24000549316406,158.0135955810547,88748200
2021-11-30,AAPL,159.99000549316406,165.52000427246094,159.9199981689453,165.3000030517578,163.0032958984375,174048100
2021-12-01,AAPL,167.47999572753906,170.3000030517578,164.52999877929688,164.77000427246094,162.4806671142578,152052500
2021-12-02,AAPL,158.74000549316406,164.1999969482422,157.8000030517578,163.75999450683594,161.48468017578125,136739200
2021-12-03,AAPL,164.02000427246094,164.9600067138672,159.72000122070312,161.83999633789062,159.5913543701172,118023100
2021-12-06,AAPL,164.2899932861328,167.8800048828125,164.27999877929688,165.32000732421875,163.02304077148438,107497000
2021-12-07,AAPL,169.0800018310547,171.5800018310547,168.33999633789062,171.17999267578125,168.80157470703125,120405400
2021-12-08,AAPL,172.1300048828125,175.9600067138672,170.6999969482422,175.0800018310547,172.6474151611328,116998900
2021-12-09,AAPL,174.91000366210938,176.75,173.9199981689453,174.55999755859375,172.13461303710938,108923700
2021-12-10,AAPL,175.2100067138672,179.6300048828125,174.69000244140625,179.4499969482422,176.9567108154297,115402700
2021-12-13,AAPL,181.1199951171875,182.1300048828125,175.52999877929688,175.74000549316406,173.29823303222656,153237000
2021-12-14,AAPL,175.25,177.74000549316406,172.2100067138672,174.3300018310547,171.90782165527344,139380400
2021-12-15,AAPL,175.11000061035156,179.5,172.30999755859375,179.3000030517578,176.80877685546875,131063300
2021-12-16,AAPL,179.27999877929688,181.13999938964844,170.75,172.25999450683594,169.86659240722656,150185800
2021-12-17,AAPL,169.92999267578125,173.47000122070312,169.69000244140625,171.13999938964844,168.76214599609375,195432700
2021-12-20,AAPL,168.27999877929688,170.5800018310547,167.4600067138672,169.75,167.39144897460938,107499100
2021-12-21,AAPL,171.55999755859375,173.1999969482422,169.1199951171875,172.99000549316406,170.58645629882812,91185900
2021-12-22,AAPL,173.0399932861328,175.86000061035156,172.14999389648438,175.63999938964844,173.19960021972656,92135300
2021-12-23,AAPL,175.85000610351562,176.85000610351562,175.27000427246094,176.27999877929688,173.83071899414062,68356600
2021-12-27,AAPL,177.08999633789062,180.4199981689453,177.07000732421875,180.3300018310547,177.824462890625,74919600
2021-12-28,AAPL,180.1600036621093,181.3300018310547,178.52999877929688,179.2899932861328,176.79891967773438,79144300
2021-12-29,AAPL,179.3300018310547,180.6300048828125,178.13999938964844,179.3800048828125,176.88766479492188,62348900
2021-12-30,AAPL,179.47000122070312,180.57000732421875,178.08999633789062,178.1999969482422,175.72402954101562,59773000
2021-12-31,AAPL,178.08999633789062,179.22999572753906,177.25999450683594,177.57000732421875,175.10284423828125,64062300
2022-01-03,AAPL,177.8300018310547,182.8800048828125,177.7100067138672,182.009994506836,179.4811248779297,104487900
